SIC_Industry,ComparerSubIndustry,Similarity__GS__,Similarity__TF__,Combo_Similarity
Fabricated structural metal,"Fabricated textile products, nec",0.40333286,0.0,0.2016664296388626
Fabricated structural metal,Misc. fabricated wire products,0.40333286,0.0,0.2016664296388626
Fabricated structural metal,"Structural wood members, nec",0.35420758,0.0,0.17710378766059875
Fabricated structural metal,Fabricated pipe and fittings,0.32363087,0.0,0.16181543469429016
Fabricated structural metal,"Metal ores, nec",0.29799515,0.0,0.14899757504463196
Fabricated structural metal,Brick and structural clay tile,0.28689888,0.0,0.14344944059848785
Fabricated structural metal,Metal mining services,0.28319278,0.0,0.14159639179706573
Fabricated structural metal,Metal household furniture,0.24517927,0.0,0.12258963286876678
Fabricated structural metal,Fabricated plate work (boiler shops),0.22904603,0.0,0.1145230159163475
Fabricated structural metal,"Jewelry, precious metal",0.2009733,0.0,0.1004866510629654
Fabricated structural metal,Metal sanitary ware,0.19806677,0.0,0.09903338551521301
Fabricated structural metal,Primary aluminum,0.19100888,0.0,0.09550444036722183
Fabricated structural metal,"Primary nonferrous metals, nec",0.19010922,0.0,0.09505461156368256
Fabricated structural metal,Metal foil and leaf,0.18044008,0.0,0.09022004157304764
Fabricated structural metal,Metal heat treating,0.1728482,0.0,0.0864240974187851
Fabricated structural metal,Secondary nonferrous metals,0.1554423,0.0,0.07772114872932434
Fabricated structural metal,Primary copper,0.15354711,0.0,0.07677355408668518
Fabricated structural metal,Nonferrous die-casting exc. aluminum,0.15206046,0.0,0.07603023201227188
Fabricated structural metal,"Metal doors, sash, and trim",0.14876606,0.0,0.07438302785158157
Fabricated structural metal,"Metal barrels, drums, and pails",0.14876606,0.0,0.07438302785158157
Fabricated structural metal,"Roofing, siding, and sheet metal work",0.14681609,0.0,0.07340804487466812
Fabricated structural metal,"Machine tools, metal forming types",0.14448623,0.0,0.0722431167960167
Fabricated structural metal,"Machine tools, metal cutting types",0.14448623,0.0,0.0722431167960167
Fabricated structural metal,Aluminum foundries,0.13506368,0.0,0.06753183901309967
Fabricated structural metal,Metals service centers and offices,0.13269046,0.0,0.0663452297449112
Fabricated structural metal,"Steel foundries, nec",0.13114917,0.0,0.06557458639144897
Fabricated structural metal,Steel wire and related products,0.12363503,0.0,0.06181751564145088
Fabricated structural metal,Iron and steel forgings,0.1234117,0.0,0.061705850064754486
Fabricated structural metal,Copper foundries,0.11420435,0.0,0.05710217356681824
Fabricated structural metal,Aluminum die-castings,0.111446194,0.0,0.055723097175359726
Fabricated structural metal,Mechanical rubber goods,0.10710661,0.0,0.05355330556631088
Fabricated structural metal,Steel investment foundries,0.10369378,0.0,0.05184689164161682
Fabricated structural metal,Copper ores,0.1026048,0.0,0.05130239948630333
Fabricated structural metal,"Aluminum rolling and drawing, nec",0.100550756,0.0,0.05027537792921066
Fabricated structural metal,Aluminum extruded products,0.098484784,0.0,0.04924239218235016
Fabricated structural metal,Steel pipe and tubes,0.09277144,0.0,0.04638572037220001
Fabricated structural metal,Manufactured ice,0.09224473,0.0,0.046122364699840546
Fabricated structural metal,Copper rolling and drawing,0.08711257,0.0,0.04355628415942192
Fabricated structural metal,"Steel springs, except wire",0.08657165,0.0,0.04328582435846329
Fabricated structural metal,Blast furnaces and steel mills,0.08614208,0.0,0.04307103902101517
Fabricated structural metal,"Aluminum sheet, plate, and foil",0.08475565,0.0,0.04237782582640648
Fabricated structural metal,"Nonferrous foundries, nec",0.07829542,0.0,0.03914770856499672
Fabricated structural metal,Cold finishing of steel shapes,0.07818823,0.0,0.039094116538763046
Fabricated structural metal,Prefabricated wood buildings,0.077502996,0.0,0.038751497864723206
Fabricated structural metal,Pens and mechanical pencils,0.07003508,0.0,0.03501753881573677
Fabricated structural metal,Nonferrous forgings,0.069091804,0.0,0.0345459021627903
Fabricated structural metal,Iron ores,0.06275235,0.0,0.031376175582408905
Fabricated structural metal,"Nonferrous rolling and drawing, nec",0.05828853,0.0,0.02914426475763321
Fabricated structural metal,Nonferrous wiredrawing & insulating,0.050149284,0.0,0.025074642151594162
Fabricated structural metal,Malleable iron foundries,0.044918094,0.0,0.02245904691517353
Fabricated structural metal,Gray and ductile iron foundries,0.037123658,0.0,0.01856182888150215
"Fabricated textile products, nec","Fabricated textile products, nec",1.0,1.0,1.0
"Fabricated textile products, nec","Textile goods, nec",0.743774,0.7803345918655396,0.7620542943477631
"Fabricated textile products, nec",Textile machinery,0.60418344,0.6219226717948914,0.6130530536174774
"Fabricated textile products, nec",Textile bags,0.46441945,0.6205127835273743,0.5424661189317703
"Fabricated textile products, nec",Misc. fabricated wire products,0.44680038,0.5884908437728882,0.5176456123590469
"Fabricated textile products, nec",Nonwoven fabrics,0.0,0.6514374613761902,0.3257187306880951
"Fabricated textile products, nec",Weft knit fabric mills,0.0,0.6148247122764587,0.30741235613822937
"Fabricated textile products, nec","Broadwoven fabric mills, manmade",0.0,0.5976902842521667,0.2988451421260834
"Fabricated textile products, nec","Coated fabrics, not rubberized",0.0,0.5966837406158447,0.29834187030792236
"Fabricated textile products, nec",Narrow fabric mills,0.0,0.5678407549858093,0.28392037749290466
"Fabricated textile products, nec","Fabricated metal products, nec",0.5273864,0.0,0.2636932134628296
"Fabricated textile products, nec","Fabricated rubber products, nec",0.4653725,0.0,0.23268625140190125
"Fabricated textile products, nec",Fabricated structural metal,0.40333286,0.0,0.2016664296388626
"Fabricated textile products, nec",Fabricated pipe and fittings,0.35850883,0.0,0.179254412651062
"Fabricated textile products, nec","Hosiery, nec",0.29852223,0.0,0.14926111698150635
"Fabricated textile products, nec",Fabricated plate work (boiler shops),0.2537305,0.0,0.12686525285243988
"Fabricated textile products, nec","Laundry and garment services, nec",0.23293385,0.0,0.11646692454814911
"Fabricated textile products, nec",Cotton,0.22756423,0.0,0.1137821152806282
"Fabricated textile products, nec",Cotton ginning,0.19588184,0.0,0.09794092178344727
"Fabricated textile products, nec","Women's hosiery, except socks",0.16739474,0.0,0.0836973711848259
"Fabricated textile products, nec",Garment pressing & cleaners' agents,0.15448277,0.0,0.07724138349294662
"Fabricated textile products, nec","Finishing plants, cotton",0.13499425,0.0,0.0674971267580986
"Fabricated textile products, nec","Broadwoven fabric mills, cotton",0.13329689,0.0,0.0666484460234642
"Fabricated textile products, nec","Bras, girdles, and allied garments",0.12040424,0.0,0.06020212173461914
"Fabricated textile products, nec",Manufactured ice,0.10218603,0.0,0.05109301581978798
"Fabricated textile products, nec",Prefabricated metal buildings,0.086918235,0.0,0.04345911741256714
"Fabricated textile products, nec",Prefabricated wood buildings,0.08585556,0.0,0.042927779257297516
Facilities support services,Facilities support services,1.0,1.0,1.0
Facilities support services,Help supply services,0.17297746,0.38924115896224976,0.2811093106865883
Facilities support services,"Trusts, nec",0.0,0.43826669454574585,0.21913334727287292
Facilities support services,"Communication services, nec",0.0,0.42742234468460083,0.21371117234230042
Facilities support services,Security systems services,0.0,0.4140792489051819,0.20703962445259094
Facilities support services,National security,0.0,0.4140792489051819,0.20703962445259094
Facilities support services,Paper mills,0.0,0.4098093509674072,0.2049046754837036
Facilities support services,Employment agencies,0.0,0.38019120693206787,0.19009560346603394
Facilities support services,"Durable goods, nec",0.0,0.3695247769355774,0.1847623884677887
Facilities support services,Hardware stores,0.0,0.36594370007514954,0.18297185003757477
Family clothing stores,Family clothing stores,1.0,1.0,1.0
Family clothing stores,Individual and family services,0.49497637,0.6261264681816101,0.5605514198541641
Family clothing stores,Women's clothing stores,0.4671416,0.5801457762718201,0.5236436873674393
Family clothing stores,"Power laundries, family & commercial",0.44575006,0.5654860734939575,0.5056180655956268
Family clothing stores,Women's and children's clothing,0.35307097,0.5874908566474915,0.4702809154987335
Family clothing stores,Men's & boys' clothing stores,0.36113533,0.5027608275413513,0.43194808065891266
Family clothing stores,Men's and boys' clothing,0.36113533,0.5027608275413513,0.43194808065891266
Family clothing stores,"Men's and boys' clothing, nec",0.36113533,0.5027608275413513,0.43194808065891266
Family clothing stores,"Apparel and accessories, nec",0.23675045,0.5179464221000671,0.3773484379053116
Family clothing stores,"Girls' and children's outerwear, nec",0.15929286,0.49086248874664307,0.32507767528295517
Family clothing stores,Men's and boys' work clothing,0.3250762,0.0,0.1625380963087082
Family clothing stores,Leather and sheep-lined clothing,0.31308377,0.0,0.1565418839454651
Family clothing stores,Footwear,0.2944553,0.0,0.14722764492034912
Family clothing stores,"Bras, girdles, and allied garments",0.2276102,0.0,0.11380510032176971
Family clothing stores,Misc. apparel & accessory stores,0.22238767,0.0,0.11119383573532104
Family clothing stores,"Household furniture, nec",0.2172581,0.0,0.10862904787063599
Family clothing stores,Apparel belts,0.20906205,0.0,0.10453102737665176
Family clothing stores,Knit outerwear mills,0.19912493,0.0,0.09956246614456177
Family clothing stores,Men's & boys' underwear + nightwear,0.19308828,0.0,0.09654413908720016
Family clothing stores,Furniture stores,0.18944772,0.0,0.09472385793924332
Family clothing stores,Furniture,0.18944772,0.0,0.09472385793924332
Family clothing stores,Metal household furniture,0.1853374,0.0,0.09266869723796844
Family clothing stores,Automotive and apparel trimmings,0.1834875,0.0,0.09174375236034393
Family clothing stores,"Footwear, except rubber, nec",0.18202525,0.0,0.0910126268863678
Family clothing stores,Wood household furniture,0.18176916,0.0,0.09088458120822906
Family clothing stores,Knit underwear mills,0.1808933,0.0,0.09044665098190308
Family clothing stores,Rubber and plastics footwear,0.17851588,0.0,0.08925794064998627
Family clothing stores,Waterproof outerwear,0.1758369,0.0,0.08791845291852951
Family clothing stores,Shoe stores,0.17389405,0.0,0.08694702386856079
Family clothing stores,"Women's and misses' outerwear, nec",0.17242663,0.0,0.08621331304311752
Family clothing stores,Misc. general merchandise stores,0.16910201,0.0,0.08455100655555725
Family clothing stores,Women's and children's underwear,0.15555796,0.0,0.07777898013591766
Family clothing stores,Used merchandise stores,0.15516715,0.0,0.07758357375860214
Family clothing stores,"Hosiery, nec",0.154298,0.0,0.07714899629354477
Family clothing stores,"Women's footwear, except athletic",0.15342914,0.0,0.07671456784009933
Family clothing stores,"Men's footwear, except athletic",0.15274279,0.0,0.07637139409780502
Family clothing stores,Upholstered household furniture,0.14663082,0.0,0.07331541180610657
Family clothing stores,Footwear cut stock,0.14203449,0.0,0.07101724296808243
Family clothing stores,"Laundry and garment services, nec",0.1388539,0.0,0.06942694634199142
Family clothing stores,Public building & related furniture,0.12796961,0.0,0.06398480385541916
Family clothing stores,"Furniture and fixtures, nec",0.12796961,0.0,0.06398480385541916
Family clothing stores,Women's handbags and purses,0.10580358,0.0,0.05290178954601288
Family clothing stores,Life insurance,0.10580277,0.0,0.052901383489370346
Family clothing stores,Wood office furniture,0.10414611,0.0,0.052073054015636444
Family clothing stores,"Women's, junior's, & misses' dresses",0.10171554,0.0,0.050857771188020706
Family clothing stores,"Office furniture, except wood",0.09317449,0.0,0.04658724367618561
Family clothing stores,Laboratory apparatus and furniture,0.092091136,0.0,0.04604556784033775
Family clothing stores,Garment pressing & cleaners' agents,0.09208852,0.0,0.04604426026344299
Family clothing stores,Electric housewares and fans,0.09122895,0.0,0.04561447352170944
Family clothing stores,"Girls' & children's dresses, blouses",0.08877054,0.0,0.04438526928424835
Family clothing stores,Shoe repair and shoeshine parlors,0.08774395,0.0,0.04387197643518448
Family clothing stores,"Women's hosiery, except socks",0.086521775,0.0,0.04326088726520538
Family clothing stores,Mobile home dealers,0.084615216,0.0,0.04230760782957077
Family clothing stores,Reupholstery and furniture repair,0.08115614,0.0,0.040578071027994156
Family clothing stores,Urban and community development,0.080661505,0.0,0.04033075273036957
Family clothing stores,Home health care services,0.07945711,0.0,0.0397285558283329
Family clothing stores,Auto and home supply stores,0.07902076,0.0,0.03951038047671318
Family clothing stores,Household laundry equipment,0.07267884,0.0,0.036339420825242996
Family clothing stores,"Household appliances, nec",0.0675351,0.0,0.03376755118370056
Family clothing stores,Mobile home site operators,0.06563294,0.0,0.03281646966934204
Family clothing stores,Household appliance stores,0.06479526,0.0,0.03239763155579567
Family clothing stores,Household cooking equipment,0.06479526,0.0,0.03239763155579567
Family clothing stores,Household vacuum cleaners,0.049680382,0.0,0.02484019100666046
Family clothing stores,Household audio and video equipment,0.046817724,0.0,0.023408861830830574
Family clothing stores,Household refrigerators and freezers,0.04332748,0.0,0.021663740277290344
Farm and garden machinery,Farm and garden machinery,1.0,1.0,1.0
Farm and garden machinery,Farm machinery and equipment,0.76077604,0.8184438943862915,0.789609968662262
Farm and garden machinery,Farm supplies,0.60138035,0.6561077237129211,0.6287440359592438
Farm and garden machinery,Lawn and garden equipment,0.5194467,0.5943294167518616,0.5568880438804626
Farm and garden machinery,Lawn and garden services,0.5194467,0.5943294167518616,0.5568880438804626
Farm and garden machinery,Farm management services,0.42524016,0.5559915900230408,0.4906158745288849
Farm and garden machinery,Food products machinery,0.28539518,0.5314984321594238,0.408446803689003
Farm and garden machinery,"Metalworking machinery, nec",0.29042697,0.5134838223457336,0.40195539593696594
Farm and garden machinery,Mining machinery,0.28539518,0.5089719891548157,0.3971835821866989
Farm and garden machinery,Rolling mill machinery,0.20056702,0.5129039287567139,0.3567354753613472
Farm and garden machinery,Retail nurseries and garden stores,0.41311857,0.0,0.20655928552150726
Farm and garden machinery,Dairy farms,0.38801643,0.0,0.1940082162618637
Farm and garden machinery,Industrial machinery and equipment,0.3248988,0.0,0.1624494045972824
Farm and garden machinery,"Industrial machinery, nec",0.3248988,0.0,0.1624494045972824
Farm and garden machinery,Construction machinery,0.30397126,0.0,0.15198563039302826
Farm and garden machinery,Farm labor contractors,0.30256513,0.0,0.15128256380558014
Farm and garden machinery,Farm product warehousing and storage,0.28253007,0.0,0.14126503467559814
Farm and garden machinery,Textile machinery,0.27175456,0.0,0.13587728142738342
Farm and garden machinery,Botanical and zoological gardens,0.26455298,0.0,0.1322764903306961
Farm and garden machinery,"General industrial machinery, nec",0.2564262,0.0,0.1282130926847458
Farm and garden machinery,Packaging machinery,0.2505983,0.0,0.12529915571212769
Farm and garden machinery,"Special industry machinery, nec",0.2505983,0.0,0.12529915571212769
Farm and garden machinery,Construction and mining machinery,0.23253056,0.0,0.11626528203487396
Farm and garden machinery,Woodworking machinery,0.23194528,0.0,0.11597263813018799
Farm and garden machinery,"Service industry machinery, nec",0.21684922,0.0,0.108424611389637
Farm and garden machinery,Paper industries machinery,0.21487522,0.0,0.1074376106262207
Farm and garden machinery,Livestock,0.20878646,0.0,0.10439322888851166
Farm and garden machinery,Dairy products stores,0.20147204,0.0,0.10073602199554443
Farm and garden machinery,Printing trades machinery,0.19685782,0.0,0.09842891246080399
Farm and garden machinery,"Agricultural chemicals, nec",0.18621773,0.0,0.09310886263847351
Farm and garden machinery,"General farms, primarily animal",0.18414913,0.0,0.09207456558942795
Farm and garden machinery,"General farms, primarily crop",0.18232508,0.0,0.0911625400185585
Farm and garden machinery,Oil and gas field machinery,0.1778048,0.0,0.08890239894390106
Farm and garden machinery,Ornamental nursery products,0.16582832,0.0,0.08291415870189667
Farm and garden machinery,"General livestock, nec",0.16294445,0.0,0.08147222548723221
Farm and garden machinery,Regulation of agricultural marketing,0.14070578,0.0,0.07035288959741592
Farm and garden machinery,Veterinary services for livestock,0.12926713,0.0,0.0646335631608963
Farm and garden machinery,"Livestock services, exc. veterinary",0.12926713,0.0,0.0646335631608963
Farm and garden machinery,"Dairy products, exc. dried or canned",0.111830324,0.0,0.05591516196727753
Farm and garden machinery,Electrical apparatus and equipment,0.08625415,0.0,0.04312707483768463
Farm and garden machinery,"Office machines, nec",0.083827786,0.0,0.041913893073797226
Farm and garden machinery,Screw machine products,0.07676092,0.0,0.0383804589509964
Farm and garden machinery,Beef cattle feedlots,0.075286016,0.0,0.037643007934093475
Farm and garden machinery,Welding apparatus,0.075098395,0.0,0.03754919767379761
Farm and garden machinery,Industrial trucks and tractors,0.07454469,0.0,0.03727234527468681
Farm and garden machinery,"Electrical industrial apparatus, nec",0.07433368,0.0,0.037166841328144073
Farm and garden machinery,"Beef cattle, except feedlots",0.07199282,0.0,0.03599641099572182
Farm and garden machinery,Merchandising machine operators,0.06596059,0.0,0.0329802967607975
Farm and garden machinery,Power-driven handtools,0.06584537,0.0,0.03292268514633179
Farm and garden machinery,Laboratory apparatus and furniture,0.06562859,0.0,0.03281429409980774
Farm and garden machinery,Machine tool accessories,0.06458401,0.0,0.03229200467467308
Farm and garden machinery,Schiffli machine embroideries,0.0598361,0.0,0.02991805039346218
Farm and garden machinery,X-ray apparatus and tubes,0.059600748,0.0,0.029800374060869217
Farm and garden machinery,Automatic vending machines,0.059131328,0.0,0.029565664008259773
Farm and garden machinery,Telephone and telegraph apparatus,0.056255322,0.0,0.02812766097486019
Farm and garden machinery,Switchgear and switchboard apparatus,0.05450908,0.0,0.027254540473222733
Farm and garden machinery,"Machine tools, metal forming types",0.052504435,0.0,0.02625221759080887
Farm and garden machinery,"Machine tools, metal cutting types",0.052504435,0.0,0.02625221759080887
Farm labor contractors,Farm labor contractors,1.0,1.0,1.0
Farm labor contractors,"Special trade contractors, nec",0.432109,0.5699487924575806,0.5010288953781128
Farm labor contractors,Labor organizations,0.4717739,0.5063858032226562,0.4890798479318619
Farm labor contractors,Farm supplies,0.50311774,0.43322980403900146,0.4681737720966339
Farm labor contractors,Farm machinery and equipment,0.39770594,0.5155205726623535,0.4566132575273514
Farm labor contractors,Farm and garden machinery,0.30256513,0.44646120071411133,0.3745131641626358
Farm labor contractors,Dairy farms,0.32461643,0.41070929169654846,0.36766286194324493
Farm labor contractors,Operative builders,0.116963096,0.4544122517108917,0.2856876738369465
Farm labor contractors,Carpentry work,0.0,0.4493076801300049,0.22465384006500244
Farm labor contractors,Excavation work,0.0,0.430151104927063,0.2150755524635315
Farm labor contractors,Farm management services,0.35575798,0.0,0.1778789907693863
Farm labor contractors,Farm product warehousing and storage,0.23636603,0.0,0.11818301677703857
Farm labor contractors,Livestock,0.17467178,0.0,0.08733589202165604
Farm labor contractors,Dairy products stores,0.1685525,0.0,0.08427625149488449
Farm labor contractors,"Agricultural chemicals, nec",0.15579066,0.0,0.07789532840251923
Farm labor contractors,"General farms, primarily animal",0.15406007,0.0,0.07703003287315369
Farm labor contractors,"General farms, primarily crop",0.15253405,0.0,0.07626702636480331
Farm labor contractors,Employment agencies,0.14673822,0.0,0.0733691081404686
Farm labor contractors,"General livestock, nec",0.13632013,0.0,0.06816006451845169
Farm labor contractors,Regulation of agricultural marketing,0.11771514,0.0,0.058857571333646774
Farm labor contractors,Veterinary services for livestock,0.10814551,0.0,0.05407275632023811
Farm labor contractors,"Livestock services, exc. veterinary",0.10814551,0.0,0.05407275632023811
Farm labor contractors,Construction machinery,0.09998434,0.0,0.04999217018485069
Farm labor contractors,"Dairy products, exc. dried or canned",0.093557805,0.0,0.046778902411460876
Farm labor contractors,"Construction materials, nec",0.091050826,0.0,0.04552541300654411
Farm labor contractors,Federal credit unions,0.083258845,0.0,0.04162942245602608
Farm labor contractors,"Residential construction, nec",0.0819583,0.0,0.04097915068268776
Farm labor contractors,State credit unions,0.07883207,0.0,0.039416033774614334
Farm labor contractors,"Heavy construction, nec",0.078550175,0.0,0.03927508741617203
Farm labor contractors,Construction and mining machinery,0.076485574,0.0,0.03824278712272644
Farm labor contractors,"Nonresidential construction, nec",0.07216667,0.0,0.03608333319425583
Farm labor contractors,Heavy construction equipment rental,0.0670868,0.0,0.03354340046644211
Farm labor contractors,"Commodity contracts brokers, dealers",0.06663226,0.0,0.03331613168120384
Farm labor contractors,Beef cattle feedlots,0.062984645,0.0,0.03149232268333435
Farm labor contractors,"Beef cattle, except feedlots",0.060229544,0.0,0.03011477179825306
Farm labor contractors,Highway and street construction,0.058590397,0.0,0.029295198619365692
Farm labor contractors,Single-family housing construction,0.055486593,0.0,0.027743296697735786
Farm labor contractors,Construction sand and gravel,0.052493025,0.0,0.026246512308716774
Farm machinery and equipment,Farm machinery and equipment,1.0,1.0,1.0
Farm machinery and equipment,Farm and garden machinery,0.76077604,0.8184438943862915,0.789609968662262
Farm machinery and equipment,Farm supplies,0.7904828,0.7070632576942444,0.7487730383872986
Farm machinery and equipment,Food products machinery,0.3751369,0.6879650354385376,0.5315509736537933
Farm machinery and equipment,Construction machinery,0.3995542,0.6568496227264404,0.5282019078731537
Farm machinery and equipment,"Industrial machinery, nec",0.42706236,0.6208482384681702,0.523955300450325
Farm machinery and equipment,Industrial machinery and equipment,0.42706236,0.6208482384681702,0.523955300450325
Farm machinery and equipment,"Metalworking machinery, nec",0.381751,0.6657853126525879,0.5237681567668915
Farm machinery and equipment,Mining machinery,0.3751369,0.6347026228904724,0.5049197673797607
Farm machinery and equipment,"Special industry machinery, nec",0.3293983,0.6683968305587769,0.49889756739139557
Farm machinery and equipment,Farm management services,0.5589558,0.0,0.27947789430618286
Farm machinery and equipment,Dairy farms,0.51002717,0.0,0.2550135850906372
Farm machinery and equipment,Farm labor contractors,0.39770594,0.0,0.19885297119617462
Farm machinery and equipment,Farm product warehousing and storage,0.3713709,0.0,0.18568545579910278
Farm machinery and equipment,Textile machinery,0.35720706,0.0,0.17860352993011475
Farm machinery and equipment,"General industrial machinery, nec",0.33705872,0.0,0.16852936148643494
Farm machinery and equipment,Packaging machinery,0.3293983,0.0,0.16469915211200714
Farm machinery and equipment,Construction and mining machinery,0.3056492,0.0,0.15282459557056427
Farm machinery and equipment,Woodworking machinery,0.30487984,0.0,0.1524399220943451
Farm machinery and equipment,"Service industry machinery, nec",0.28503686,0.0,0.14251843094825745
Farm machinery and equipment,Paper industries machinery,0.28244215,0.0,0.1412210762500763
Farm machinery and equipment,Livestock,0.27443883,0.0,0.1372194141149521
Farm machinery and equipment,Dairy products stores,0.2648244,0.0,0.13241219520568848
Farm machinery and equipment,Rolling mill machinery,0.2636348,0.0,0.13181740045547485
Farm machinery and equipment,Printing trades machinery,0.25875923,0.0,0.12937961518764496
Farm machinery and equipment,"Agricultural chemicals, nec",0.2447734,0.0,0.12238670140504837
Farm machinery and equipment,"General farms, primarily animal",0.24205436,0.0,0.12102717906236649
Farm machinery and equipment,"General farms, primarily crop",0.23965673,0.0,0.11982836574316025
Farm machinery and equipment,Oil and gas field machinery,0.23371504,0.0,0.11685752123594284
Farm machinery and equipment,"General livestock, nec",0.21418191,0.0,0.10709095746278763
Farm machinery and equipment,Regulation of agricultural marketing,0.18495035,0.0,0.09247517585754395
Farm machinery and equipment,Veterinary services for livestock,0.16991484,0.0,0.08495742082595825
Farm machinery and equipment,"Livestock services, exc. veterinary",0.16991484,0.0,0.08495742082595825
Farm machinery and equipment,"Dairy products, exc. dried or canned",0.14699508,0.0,0.07349754124879837
Farm machinery and equipment,Electrical apparatus and equipment,0.113376535,0.0,0.05668826773762703
Farm machinery and equipment,"Office machines, nec",0.1101872,0.0,0.05509360134601593
Farm machinery and equipment,Screw machine products,0.100898184,0.0,0.05044909194111824
Farm machinery and equipment,Beef cattle feedlots,0.09895951,0.0,0.049479756504297256
Farm machinery and equipment,Welding apparatus,0.098712884,0.0,0.04935644194483757
Farm machinery and equipment,Industrial trucks and tractors,0.09798507,0.0,0.04899253323674202
Farm machinery and equipment,"Electrical industrial apparatus, nec",0.09770771,0.0,0.048853855580091476
Farm machinery and equipment,"Beef cattle, except feedlots",0.09463078,0.0,0.047315388917922974
Farm machinery and equipment,Merchandising machine operators,0.08670173,0.0,0.043350864201784134
Farm machinery and equipment,Power-driven handtools,0.086550266,0.0,0.0432751327753067
Farm machinery and equipment,Laboratory apparatus and furniture,0.086265326,0.0,0.043132662773132324
Farm machinery and equipment,Machine tool accessories,0.08489228,0.0,0.04244614019989967
Farm machinery and equipment,Schiffli machine embroideries,0.078651406,0.0,0.03932570293545723
Farm machinery and equipment,X-ray apparatus and tubes,0.07834204,0.0,0.039171021431684494
Farm machinery and equipment,Automatic vending machines,0.077725016,0.0,0.03886250779032707
Farm machinery and equipment,Telephone and telegraph apparatus,0.07394466,0.0,0.03697232902050018
Farm machinery and equipment,Switchgear and switchboard apparatus,0.07164931,0.0,0.03582465648651123
Farm machinery and equipment,"Machine tools, metal forming types",0.06901431,0.0,0.034507155418395996
Farm machinery and equipment,"Machine tools, metal cutting types",0.06901431,0.0,0.034507155418395996
Farm management services,Farm management services,1.0,1.0,1.0
Farm management services,Farm supplies,0.7071068,0.7087211608886719,0.7079139947891235
Farm management services,Management services,0.7071068,0.6486877202987671,0.6778972744941711
Farm management services,Farm machinery and equipment,0.5589558,0.6148160099983215,0.5868858993053436
Farm management services,Computer facilities management,0.52553356,0.5105308294296265,0.5180321931838989
Farm management services,Farm and garden machinery,0.42524016,0.5559915900230408,0.4906158745288849
Farm management services,Dairy farms,0.4562322,0.49749433994293213,0.4768632650375366
Farm management services,"Management investment, open-end",0.35828438,0.4807469844818115,0.4195156842470169
Farm management services,Regulation of agricultural marketing,0.2521546,0.5299544930458069,0.39105454087257385
Farm management services,"Agricultural chemicals, nec",0.21895598,0.48911136388778687,0.3540336713194847
Farm management services,Management consulting services,0.44944033,0.0,0.22472016513347626
Farm management services,Farm labor contractors,0.35575798,0.0,0.1778789907693863
Farm management services,Farm product warehousing and storage,0.33220065,0.0,0.16610032320022583
Farm management services,"Air, water, & solid waste management",0.29280508,0.0,0.1464025378227234
Farm management services,Livestock,0.24549244,0.0,0.12274622172117233
Farm management services,Dairy products stores,0.2368921,0.0,0.11844605207443237
Farm management services,"General farms, primarily animal",0.21652372,0.0,0.10826186090707779
Farm management services,"General farms, primarily crop",0.214379,0.0,0.10718949884176254
Farm management services,"General livestock, nec",0.19159111,0.0,0.09579555690288544
Farm management services,"Livestock services, exc. veterinary",0.1519931,0.0,0.07599654793739319
Farm management services,Veterinary services for livestock,0.1519931,0.0,0.07599654793739319
Farm management services,"Dairy products, exc. dried or canned",0.13149081,0.0,0.06574540585279465
Farm management services,Real estate agents and managers,0.11104644,0.0,0.05552322044968605
Farm management services,"Sports clubs, managers, & promoters",0.10327464,0.0,0.05163732171058655
Farm management services,Beef cattle feedlots,0.08852178,0.0,0.044260889291763306
Farm management services,"Beef cattle, except feedlots",0.08464961,0.0,0.04232480376958847
Farm management services,Marine cargo handling,0.04951487,0.0,0.02475743554532528
Farm management services,Process control instruments,0.043717474,0.0,0.021858736872673035
Farm management services,Disinfecting & pest control services,0.04005238,0.0,0.0200261902064085
Farm product warehousing and storage,Farm product warehousing and storage,1.0,1.0,1.0
Farm product warehousing and storage,"Special warehousing and storage, nec",0.6735486,0.7647086381912231,0.7191286087036133
Farm product warehousing and storage,General warehousing and storage,0.57678384,0.6891691088676453,0.6329764723777771
Farm product warehousing and storage,Refrigerated warehousing and storage,0.4903633,0.7599133253097534,0.6251383125782013
Farm product warehousing and storage,Local trucking with storage,0.24176642,0.5554742217063904,0.3986203223466873
Farm product warehousing and storage,Storage batteries,0.2720598,0.49224352836608887,0.38215166330337524
Farm product warehousing and storage,Dairy farms,0.3031212,0.42441612482070923,0.36376866698265076
Farm product warehousing and storage,Computer storage devices,0.26211494,0.42301902174949646,0.34256698191165924
Farm product warehousing and storage,"Local trucking, without storage",0.19063905,0.46231991052627563,0.3264794796705246
Farm product warehousing and storage,Farm supplies,0.46980262,0.0,0.2349013090133667
Farm product warehousing and storage,Retail nurseries and garden stores,0.0,0.4281207025051117,0.21406035125255585
Farm product warehousing and storage,"Special product sawmills, nec",0.40349588,0.0,0.20174793899059296
Farm product warehousing and storage,Farm machinery and equipment,0.3713709,0.0,0.18568545579910278
Farm product warehousing and storage,Farm management services,0.33220065,0.0,0.16610032320022583
Farm product warehousing and storage,Farm and garden machinery,0.28253007,0.0,0.14126503467559814
Farm product warehousing and storage,Farm labor contractors,0.23636603,0.0,0.11818301677703857
Farm product warehousing and storage,Livestock,0.16310547,0.0,0.08155273646116257
Farm product warehousing and storage,Dairy products stores,0.1573914,0.0,0.07869569957256317
